onset	duration	trial_type	response_time	accuracy	stimtype	nback
2.0163769721984863	1.0	scenes_1back	0.8656890392303467	1	scenes	1
4.0171990394592285	1.0	scenes_1back	0.6868658065795898	1	scenes	1
6.018082857131958	1.0	scenes_1back	0.793032169342041	1	scenes	1
8.018898963928223	1.0	scenes_1back	0.5470199584960938	1	scenes	1
10.019676923751831	1.0	scenes_1back	0.9275860786437988	0	scenes	1
12.020539999008179	1.0	scenes_1back	0.718897819519043	1	scenes	1
14.00461483001709	1.0	scenes_1back	0.5968220233917236	1	scenes	1
16.005520820617676	1.0	scenes_1back	0.7918441295623779	1	scenes	1
18.006319999694824	1.0	scenes_1back	0.5452048778533936	1	scenes	1
20.007179021835327	1.0	scenes_1back	0.551163911819458	1	scenes	1
24.025437831878662	1.0	characters_1back	0.799429178237915	1	chinese_characters	1
26.00956702232361	1.0	characters_1back	0.7281777858734131	1	chinese_characters	1
28.010427951812744	1.0	characters_1back	0.940410852432251	0	chinese_characters	1
30.011270999908447	1.0	characters_1back	0.6475908756256104	1	chinese_characters	1
32.01210594177246	1.0	characters_1back	0.4509398937225342	1	chinese_characters	1
34.01295495033264	1.0	characters_1back	0.6580588817596436	1	chinese_characters	1
36.01378297805786	1.0	characters_1back	0.7713809013366699	1	chinese_characters	1
38.014604806900024	1.0	characters_1back	0.5435101985931396	1	chinese_characters	1
40.01542592048645	1.0	characters_1back	0.5377590656280518	1	chinese_characters	1
42.01616883277893	1.0	characters_1back	0.5581049919128418	1	chinese_characters	1
46.01790499687195	1.0	scenes_2back	0.5084478855133057	1	scenes	2
48.01869297027588	1.0	scenes_2back	0.6297528743743896	1	scenes	2
50.0195198059082	1.0	scenes_2back	0.9019851684570312	1	scenes	2
52.02027988433838	1.0	scenes_2back	0.8693151473999023	1	scenes	2
54.02117085456848	1.0	scenes_2back	0.664618968963623	1	scenes	2
56.00533103942871	1.0	scenes_2back	0.6753389835357666	1	scenes	2
58.00612783432007	1.0	scenes_2back	0.7116050720214844	1	scenes	2
60.006999015808105	1.0	scenes_2back	0.8608088493347168	1	scenes	2
62.0077908039093	1.0	scenes_2back	0.7120740413665771	1	scenes	2
64.00860500335693	1.0	scenes_2back	n/a	0	scenes	2
68.0268759727478	1.0	faces_2back	0.657181978225708	1	faces	2
70.01101803779602	1.0	faces_2back	0.6780929565429688	1	faces	2
72.01187896728516	1.0	faces_2back	0.5703089237213135	1	faces	2
74.01274800300598	1.0	faces_2back	0.7983219623565674	1	faces	2
76.0137128829956	1.0	faces_2back	0.6186001300811768	1	faces	2
78.01433181762695	1.0	faces_2back	0.7500481605529785	1	faces	2
80.01520800590515	1.0	faces_2back	0.7561748027801514	1	faces	2
82.01604390144348	1.0	faces_2back	n/a	0	faces	2
84.0168719291687	1.0	faces_2back	0.890639066696167	1	faces	2
86.01765990257263	1.0	faces_2back	0.7249429225921631	1	faces	2
90.01953196525574	1.0	characters_2back	0.5762019157409668	1	chinese_characters	2
92.02019691467285	1.0	characters_2back	0.46859312057495117	1	chinese_characters	2
94.02102184295654	1.0	characters_2back	0.5528411865234375	1	chinese_characters	2
96.0219099521637	1.0	characters_2back	0.499021053314209	0	chinese_characters	2
98.02268385887146	1.0	characters_2back	0.6102750301361084	1	chinese_characters	2
100.02346992492676	1.0	characters_2back	0.6284871101379395	1	chinese_characters	2
102.02430987358093	1.0	characters_2back	0.6217730045318604	1	chinese_characters	2
104.02526688575745	1.0	characters_2back	0.7407820224761963	1	chinese_characters	2
106.00920581817627	1.0	characters_2back	0.7709901332855225	1	chinese_characters	2
108.01009488105774	1.0	characters_2back	0.6751880645751953	1	chinese_characters	2
112.01173996925354	1.0	faces_1back	0.578665018081665	1	faces	1
114.01252889633179	1.0	faces_1back	0.538093090057373	1	faces	1
116.013347864151	1.0	faces_1back	0.5261790752410889	1	faces	1
118.01438283920288	1.0	faces_1back	0.4851830005645752	1	faces	1
120.01504397392273	1.0	faces_1back	0.5395989418029785	1	faces	1
122.01586890220642	1.0	faces_1back	0.6198921203613281	1	faces	1
124.01667380332947	1.0	faces_1back	0.5220551490783691	1	faces	1
126.01752400398254	1.0	faces_1back	0.4643089771270752	1	faces	1
128.01833581924438	1.0	faces_1back	0.7055342197418213	1	faces	1
130.0191569328308	1.0	faces_1back	0.8897368907928467	1	faces	1
154.0123918056488	1.0	scenes_1back	0.4552891254425049	1	scenes	1
156.01316690444946	1.0	scenes_1back	0.7313880920410156	1	scenes	1
158.01404094696045	1.0	scenes_1back	0.6157610416412354	1	scenes	1
160.0148890018463	1.0	scenes_1back	0.5509378910064697	1	scenes	1
162.01571893692017	1.0	scenes_1back	0.656174898147583	1	scenes	1
164.01650381088257	1.0	scenes_1back	0.5724802017211914	1	scenes	1
166.01734280586243	1.0	scenes_1back	0.679563045501709	1	scenes	1
168.01811385154724	1.0	scenes_1back	0.5439660549163818	1	scenes	1
170.01893496513367	1.0	scenes_1back	0.604193925857544	1	scenes	1
172.01974081993103	1.0	scenes_1back	0.6225590705871582	1	scenes	1
176.0214068889618	1.0	characters_1back	0.6068511009216309	1	chinese_characters	1
178.02227091789246	1.0	characters_1back	0.5281310081481934	1	chinese_characters	1
180.02312684059143	1.0	characters_1back	0.6553280353546143	1	chinese_characters	1
