onset	duration	trial_type	response_time	accuracy	stimtype	nback
2.0165209770202637	1.5	faces_2back	0.48367810249328613	1	faces	2
4.017279148101807	1.5	faces_2back	1.1947050094604492	1	faces	2
6.01813006401062	1.5	faces_2back	0.7660670280456543	1	faces	2
8.018891096115112	1.5	faces_2back	0.7573258876800537	1	faces	2
10.019739151000977	1.5	faces_2back	0.796461820602417	1	faces	2
12.020583152770996	1.5	faces_2back	0.7347447872161865	0	faces	2
14.021387100219727	1.5	faces_2back	0.7172198295593262	1	faces	2
16.0222749710083	1.5	faces_2back	0.7932209968566895	1	faces	2
18.02300715446472	1.5	faces_2back	0.7164769172668457	1	faces	2
20.02389097213745	1.5	faces_2back	0.7875330448150635	1	faces	2
24.008788108825684	1.5	scenes_1back	1.0708868503570557	1	scenes	1
26.00961399078369	1.5	scenes_1back	0.6611039638519287	1	scenes	1
28.010542154312134	1.5	scenes_1back	0.4473249912261963	1	scenes	1
30.011274099349976	1.5	scenes_1back	0.5566039085388184	1	scenes	1
32.01215100288391	1.5	scenes_1back	0.5606689453125	1	scenes	1
34.01297307014465	1.5	scenes_1back	0.4490020275115967	1	scenes	1
36.013827085494995	1.5	scenes_1back	0.45122194290161133	1	scenes	1
38.0146119594574	1.5	scenes_1back	0.6214380264282227	0	scenes	1
40.01540493965149	1.5	scenes_1back	0.689723014831543	1	scenes	1
42.016276121139526	1.5	scenes_1back	0.5739209651947021	1	scenes	1
46.01792001724243	1.5	characters_1back	0.8245019912719727	1	chinese_characters	1
48.0187349319458	1.5	characters_1back	0.5418360233306885	0	chinese_characters	1
50.01954102516174	1.5	characters_1back	0.591041088104248	1	chinese_characters	1
52.02040505409241	1.5	characters_1back	0.5920789241790771	1	chinese_characters	1
54.021235942840576	1.5	characters_1back	0.5121731758117676	1	chinese_characters	1
56.02198505401611	1.5	characters_1back	0.570605993270874	1	chinese_characters	1
58.02278804779053	1.5	characters_1back	0.5239510536193848	1	chinese_characters	1
60.023627042770386	1.5	characters_1back	0.3979959487915039	1	chinese_characters	1
62.02447199821472	1.5	characters_1back	0.4792959690093994	1	chinese_characters	1
64.02528500556946	1.5	characters_1back	0.44846296310424805	0	chinese_characters	1
68.01021313667297	1.5	faces_1back	0.9147958755493164	1	faces	1
70.01111102104187	1.5	faces_1back	0.7608969211578369	1	faces	1
72.01189613342285	1.5	faces_1back	0.6732628345489502	1	faces	1
