onset	duration	trial_type	response_time	accuracy	stimtype	nback
2.016453981399536	1.0	characters_1back	0.9821350574493408	1	chinese_characters	1
4.0172669887542725	1.0	characters_1back	0.6993200778961182	1	chinese_characters	1
6.018036127090454	1.0	characters_1back	0.461716890335083	1	chinese_characters	1
8.018965005874634	1.0	characters_1back	0.6636850833892822	1	chinese_characters	1
10.019720077514648	1.0	characters_1back	0.5210220813751221	0	chinese_characters	1
12.020575046539307	1.0	characters_1back	0.4903290271759033	1	chinese_characters	1
14.021362066268921	1.0	characters_1back	0.8266439437866211	1	chinese_characters	1
16.022159099578857	1.0	characters_1back	0.7247838973999023	1	chinese_characters	1
18.022958040237427	1.0	characters_1back	0.6080491542816162	1	chinese_characters	1
20.023800134658813	1.0	characters_1back	0.5882449150085449	1	chinese_characters	1
24.025459051132202	1.0	faces_1back	0.785620927810669	1	faces	1
26.00959610939026	1.0	faces_1back	0.7096130847930908	1	faces	1
28.01041316986084	1.0	faces_1back	0.7160768508911133	1	faces	1
30.011237144470215	1.0	faces_1back	0.6340398788452148	1	faces	1
32.012057065963745	1.0	faces_1back	0.6293380260467529	1	faces	1
34.01293611526489	1.0	faces_1back	0.7635228633880615	1	faces	1
36.01375412940979	1.0	faces_1back	0.9779300689697266	1	faces	1
38.01450204849243	1.0	faces_1back	n/a	0	faces	1
40.01536703109741	1.0	faces_1back	n/a	0	faces	1
42.016205072402954	1.0	faces_1back	n/a	0	faces	1
46.017898082733154	1.0	scenes_2back	n/a	0	scenes	2
48.01872420310974	1.0	scenes_2back	n/a	0	scenes	2
50.019448041915894	1.0	scenes_2back	n/a	0	scenes	2
52.00365710258484	1.0	scenes_2back	n/a	0	scenes	2
54.0211021900177	1.0	scenes_2back	n/a	0	scenes	2
56.00523519515991	1.0	scenes_2back	0.6638948917388916	0	scenes	2
58.00605797767639	1.0	scenes_2back	0.8802661895751953	1	scenes	2
60.00688600540161	1.0	scenes_2back	0.5363061428070068	0	scenes	2
62.00770020484924	1.0	scenes_2back	0.7675869464874268	1	scenes	2
64.00861120223999	1.0	scenes_2back	0.6966907978057861	0	scenes	2
68.02691221237183	1.0	faces_2back	0.8395547866821289	1	faces	2
70.01109600067139	1.0	faces_2back	0.7674291133880615	1	faces	2
72.01188898086548	1.0	faces_2back	0.7158000469207764	0	faces	2
74.0127341747284	1.0	faces_2back	0.7160158157348633	1	faces	2
76.013512134552	1.0	faces_2back	0.6611380577087402	1	faces	2
78.01435017585754	1.0	faces_2back	0.7576448917388916	1	faces	2
80.0151960849762	1.0	faces_2back	n/a	0	faces	2
82.0159740447998	1.0	faces_2back	0.69480299949646	1	faces	2
84.0167670249939	1.0	faces_2back	0.6451311111450195	1	faces	2
86.01755404472351	1.0	faces_2back	0.7145421504974365	1	faces	2
90.01924204826355	1.0	scenes_1back	0.7206799983978271	1	scenes	1
92.02009201049805	1.0	scenes_1back	0.6511240005493164	1	scenes	1
94.02091813087463	1.0	scenes_1back	0.9213459491729736	0	scenes	1
96.00503420829773	1.0	scenes_1back	0.748384952545166	0	scenes	1
98.00587821006775	1.0	scenes_1back	0.6344068050384521	1	scenes	1
