onset	duration	condition	trial_type	response_time
16.003988027572632	4.5	Easy	spatial	n/a
20.53270983695984	1.0	Easy	probe	0.9191460609436036
24.00863480567932	4.5	Easy	spatial	n/a
28.52153491973877	1.0	Easy	probe	1.9928240776062007
32.001532793045044	4.5	Easy	spatial	n/a
36.53037881851196	1.0	Easy	probe	1.2032651901245115
40.01140594482422	4.5	Easy	spatial	n/a
44.52344799041748	1.0	Easy	probe	1.0693988800048828
48.01611280441284	4.5	Hard	spatial	n/a
52.533214807510376	1.0	Hard	probe	1.8213810920715328
56.00909090042114	4.5	Hard	spatial	n/a
60.526033878326416	1.0	Hard	probe	2.42330002784729
64.00211882591248	4.5	Hard	spatial	n/a
68.53264093399048	1.0	Hard	probe	1.690929889678955
72.0118248462677	4.5	Hard	spatial	n/a
76.52874779701233	1.0	Hard	probe	1.704714059829712
80.0048828125	4.5	Hard	spatial	n/a
84.51683783531189	1.0	Hard	probe	1.804840087890625
88.00959491729736	4.5	Hard	spatial	n/a
92.5265908241272	1.0	Hard	probe	2.139043092727661
96.00254082679749	4.5	Hard	spatial	n/a
100.51958894729614	1.0	Hard	probe	2.3395678997039795
104.0122368335724	4.5	Hard	spatial	n/a
108.52503490447998	1.0	Hard	probe	1.758861064910889
112.00523495674132	4.5	Easy	spatial	n/a
116.51728081703186	1.0	Easy	probe	1.219794988632202
120.01502394676208	4.5	Easy	spatial	n/a
124.52701687812804	1.0	Easy	probe	0.8688449859619141
128.00296902656555	4.5	Easy	spatial	n/a
132.5200228691101	1.0	Easy	probe	1.2866389751434326
136.01268887519836	4.5	Easy	spatial	n/a
140.52462887763977	1.0	Easy	probe	1.4539740085601809
160.00339889526367	4.5	Hard	spatial	n/a
164.5321638584137	1.0	Hard	probe	2.0386409759521484
168.00817680358887	4.5	Hard	spatial	n/a
172.52522087097168	1.0	Hard	probe	2.0721681118011475
176.0010929107666	4.5	Hard	spatial	n/a
180.5180549621582	1.0	Hard	probe	1.5875349044799805
184.01082491874692	4.5	Hard	spatial	n/a
188.52342081069943	1.0	Hard	probe	1.959665060043335
192.0036618709564	4.5	Easy	spatial	n/a
196.53258895874023	1.0	Easy	probe	1.0528168678283691
200.0085368156433	4.5	Easy	spatial	n/a
204.52046489715576	1.0	Easy	probe	1.1030631065368652
208.0130980014801	4.5	Easy	spatial	n/a
212.5303008556366	1.0	Easy	probe	1.771233081817627
216.0062539577484	4.5	Easy	spatial	n/a
220.52337098121643	1.0	Easy	probe	1.3702399730682373
224.01602387428284	4.5	Easy	spatial	n/a
228.5284068584442	1.0	Easy	probe	1.3415169715881348
232.00887179374692	4.5	Easy	spatial	n/a
236.52086782455444	1.0	Easy	probe	1.4206151962280271
240.00202202796936	4.5	Easy	spatial	n/a
244.53062391281128	1.0	Easy	probe	1.403860092163086
248.00662279129028	4.5	Easy	spatial	n/a
252.52373385429385	1.0	Easy	probe	0.9191279411315918
256.01645493507385	4.5	Hard	spatial	n/a
260.52844500541687	1.0	Hard	probe	1.6210029125213623
264.00441884994507	4.5	Hard	spatial	n/a
268.53360295295715	1.0	Hard	probe	2.4611258506774902
272.014111995697	4.5	Hard	spatial	n/a
276.52623295784	1.0	Hard	probe	1.6709508895874023
280.0071129798889	4.5	Hard	spatial	n/a
284.5191648006439	1.0	Hard	probe	1.1029391288757324
304.0145399570465	4.5	Easy	spatial	n/a
308.5269498825073	1.0	Easy	probe	0.9395220279693604
312.00757479667664	4.5	Easy	spatial	n/a
316.5195748806	1.0	Easy	probe	1.2366299629211426
320.01215291023254	4.5	Easy	spatial	n/a
324.52430987358093	1.0	Easy	probe	1.8883519172668457
328.00026082992554	4.5	Easy	spatial	n/a
332.51730489730835	1.0	Easy	probe	0.9358229637145996
336.0099678039551	4.5	Hard	spatial	n/a
340.52695989608765	1.0	Hard	probe	1.838162899017334
344.00297379493713	4.5	Hard	spatial	n/a
348.531888961792	1.0	Hard	probe	1.4252848625183103
352.01269698143005	4.5	Hard	spatial	n/a
356.5247058868408	1.0	Hard	probe	0.9692339897155762
360.0055389404297	4.5	Hard	spatial	n/a
364.51773595809937	1.0	Hard	probe	2.1557328701019287
368.0103988647461	4.5	Hard	spatial	n/a
372.5274729728699	1.0	Hard	probe	1.854862928390503
376.003399848938	4.5	Hard	spatial	n/a
380.5321998596192	1.0	Hard	probe	1.2700021266937256
384.00809383392334	4.5	Hard	spatial	n/a
388.52035999298096	1.0	Hard	probe	1.0905959606170654
392.001091003418	4.5	Hard	spatial	n/a
396.52987694740295	1.0	Hard	probe	2.341146945953369
400.0108208656311	4.5	Easy	spatial	n/a
404.5228760242462	1.0	Easy	probe	1.1029319763183594
408.01556491851807	4.5	Easy	spatial	n/a
412.5324728488922	1.0	Easy	probe	0.7354199886322021
416.0085790157318	4.5	Easy	spatial	n/a
420.5255928039551	1.0	Easy	probe	1.0861852169036863
424.0014779567719	4.5	Easy	spatial	n/a
428.53040599823	1.0	Easy	probe	1.842986822128296
