onset	duration	condition	trial_type	response_time
16.016648769378662	4.5	Easy	spatial	n/a
20.52870798110962	1.0	Easy	probe	1.470836877822876
24.005018949508667	4.5	Easy	spatial	n/a
28.51706099510193	1.0	Easy	probe	0.9358108043670654
32.00998091697693	4.5	Easy	spatial	n/a
36.52201795578003	1.0	Easy	probe	1.2533628940582275
40.01475477218628	4.5	Easy	spatial	n/a
44.52712297439575	1.0	Easy	probe	1.1028850078582764
48.00299882888794	4.5	Hard	spatial	n/a
52.53216791152954	1.0	Hard	probe	1.788106918334961
56.00809192657471	4.5	Hard	spatial	n/a
60.52012395858765	1.0	Hard	probe	1.4041268825531006
64.01317691802979	4.5	Hard	spatial	n/a
68.52516078948975	1.0	Hard	probe	1.821593999862671
72.0014979839325	4.5	Hard	spatial	n/a
76.53025794029236	1.0	Hard	probe	2.022073984146118
80.00625896453857	4.5	Hard	spatial	n/a
84.51857686042786	1.0	Hard	probe	1.4205090999603271
88.01121187210083	4.5	Hard	spatial	n/a
92.52363896369934	1.0	Hard	probe	0.7854340076446533
96.0163049697876	4.5	Hard	spatial	n/a
100.5283498764038	1.0	Hard	probe	1.7383089065551758
104.00458979606628	4.5	Hard	spatial	n/a
108.53333377838136	1.0	Hard	probe	1.5708880424499512
112.00961399078368	4.5	Easy	spatial	n/a
116.52175498008728	1.0	Easy	probe	1.1530508995056152
120.01429796218872	4.5	Easy	spatial	n/a
124.5267698764801	1.0	Easy	probe	1.3869409561157229
128.002671957016	4.5	Easy	spatial	n/a
132.53176498413086	1.0	Easy	probe	0.8523859977722168
136.00780296325684	4.5	Easy	spatial	n/a
140.51976799964905	1.0	Easy	probe	1.2035839557647705
160.00595378875732	4.5	Hard	spatial	n/a
164.51818585395813	1.0	Hard	probe	1.4037659168243408
168.0109519958496	4.5	Hard	spatial	n/a
172.52320194244385	1.0	Hard	probe	1.3035669326782229
176.01598381996155	4.5	Hard	spatial	n/a
180.52792191505432	1.0	Hard	probe	0.9863150119781494
184.0042848587036	4.5	Hard	spatial	n/a
188.53304195404053	1.0	Hard	probe	1.721280813217163
192.00934982299805	4.5	Easy	spatial	n/a
196.52131485939023	1.0	Easy	probe	1.73797607421875
200.01399898529053	4.5	Easy	spatial	n/a
204.52638292312625	1.0	Easy	probe	1.1363229751586914
208.0023739337921	4.5	Easy	spatial	n/a
212.5314848423004	1.0	Easy	probe	1.8883161544799805
216.0073668956757	4.5	Easy	spatial	n/a
220.51943683624268	1.0	Easy	probe	0.8358781337738037
224.0124650001526	4.5	Easy	spatial	n/a
228.52524089813232	1.0	Easy	probe	0.8348569869995117
232.00075483322144	4.5	Easy	spatial	n/a
236.52955889701843	1.0	Easy	probe	1.7547318935394287
240.00548481941223	4.5	Easy	spatial	n/a
244.51785898208615	1.0	Easy	probe	1.320227861404419
248.01061177253723	4.5	Easy	spatial	n/a
252.5229377746582	1.0	Easy	probe	1.3034842014312744
256.0155289173126	4.5	Hard	spatial	n/a
260.52762389183044	1.0	Hard	probe	1.5711491107940674
264.00393080711365	4.5	Hard	spatial	n/a
268.53261399269104	1.0	Hard	probe	2.122432947158813
272.00897097587585	4.5	Hard	spatial	n/a
276.52097392082214	1.0	Hard	probe	1.7379729747772217
280.0136868953705	4.5	Hard	spatial	n/a
284.5260729789734	1.0	Hard	probe	2.322856903076172
304.01200699806213	4.5	Easy	spatial	n/a
308.5241618156433	1.0	Easy	probe	0.7185320854187012
312.0004498958588	4.5	Easy	spatial	n/a
316.52914786338806	1.0	Easy	probe	0.7353570461273193
320.005156993866	4.5	Easy	spatial	n/a
324.51753997802734	1.0	Easy	probe	1.3369028568267822
328.01092195510864	4.5	Easy	spatial	n/a
332.5225827693939	1.0	Easy	probe	1.4873361587524414
336.01524686813354	4.5	Hard	spatial	n/a
340.5272979736328	1.0	Hard	probe	2.691025972366333
344.0035479068756	4.5	Hard	spatial	n/a
348.5323708057404	1.0	Hard	probe	2.323117971420288
352.00853180885315	4.5	Hard	spatial	n/a
356.5206289291382	1.0	Hard	probe	1.2366478443145752
360.01328778266907	4.5	Hard	spatial	n/a
364.52571988105774	1.0	Hard	probe	1.503959894180298
368.0015559196472	4.5	Hard	spatial	n/a
372.5307657718658	1.0	Hard	probe	1.219912052154541
376.006618976593	4.5	Hard	spatial	n/a
380.5187849998474	1.0	Hard	probe	1.353930950164795
384.0117599964142	4.5	Hard	spatial	n/a
388.523827791214	1.0	Hard	probe	1.554149150848389
392.0000879764557	4.5	Hard	spatial	n/a
396.5287458896637	1.0	Hard	probe	1.4873559474945068
400.0047438144684	4.5	Easy	spatial	n/a
404.5172288417816	1.0	Easy	probe	0.9357810020446776
408.00981283187866	4.5	Easy	spatial	n/a
412.5221328735352	1.0	Easy	probe	2.055588960647583
416.0148959159851	4.5	Easy	spatial	n/a
420.5269248485565	1.0	Easy	probe	1.153439998626709
424.0032517910004	4.5	Easy	spatial	n/a
428.5320098400116	1.0	Easy	probe	1.0862140655517578
