onset	duration	trial_type	response_time	accuracy	motion_coherence	SSD	stop_success
1.2669999999925494	0.7980000000097789	go	0.785	1	0.3	n/a	n/a
5.766999999992549	0.871000000013737	go	0.869	1	0.1	n/a	n/a
11.76699999999255	0.6370000000169966	go	0.635	1	0.7	n/a	n/a
16.26600000000326	0.9210000000020955	stop	0.919	1	-0.1	0.3	0
21.01600000000326	1.1369999999878928	go	1.135	1	0.1	n/a	n/a
24.51600000000326	0.6749999999883585	go	0.671	1	0.3	n/a	n/a
28.26600000000326	1.753999999986263	stop	n/a	n/a	0.7	0.3	1
34.01600000000326	0.5709999999962747	go	0.569	1	0.7	n/a	n/a
38.01600000000326	1.753999999986263	stop	n/a	n/a	0.0	0.3	1
42.01600000000326	1.2699999999895226	go	1.269	0	-0.1	n/a	n/a
46.76600000000326	0.606999999989057	go	0.604	1	-0.7	n/a	n/a
55.01600000000326	0.9539999999979045	go	0.952	1	0.0	n/a	n/a
62.264999999984866	0.6900000000023283	go	0.685	1	-0.3	n/a	n/a
66.26499999998487	1.75700000001234	stop	n/a	n/a	0.1	0.275	1
69.26499999998487	0.8550000000104774	go	0.852	1	0.0	n/a	n/a
75.76499999998487	1.570000000006985	go	1.569	1	-0.1	n/a	n/a
85.26499999998487	0.6040000000211876	go	0.602	1	0.7	n/a	n/a
94.76499999998487	0.6370000000169966	go	0.635	1	0.3	n/a	n/a
99.26399999999558	0.503999999986263	go	0.502	1	-0.3	n/a	n/a
102.26399999999558	0.6710000000020955	go	0.669	1	-0.7	n/a	n/a
105.76399999999558	0.5869999999995343	go	0.585	1	-0.7	n/a	n/a
111.26399999999558	0.5210000000079162	stop	0.519	1	-0.7	0.325	0
115.76399999999558	0.4869999999937136	stop	0.485	1	0.3	0.3	0
120.01399999999558	0.7200000000011642	go	0.719	0	0.0	n/a	n/a
124.26399999999558	0.8040000000037253	go	0.802	0	-0.1	n/a	n/a
127.26399999999558	0.6540000000095461	go	0.652	1	-0.3	n/a	n/a
130.76399999999558	1.7529999999969732	stop	n/a	n/a	-0.3	0.275	1
136.26399999999558	0.6220000000030268	go	0.62	0	0.1	n/a	n/a
141.0130000000063	1.003999999986263	go	1.002	1	-0.1	n/a	n/a
145.2630000000063	0.6209999999846332	go	0.619	1	0.1	n/a	n/a
154.5130000000063	0.5540000000037253	go	0.552	1	-0.7	n/a	n/a
163.2630000000063	1.7529999999969732	stop	n/a	n/a	-0.7	0.3	1
166.2630000000063	0.8699999999953434	go	0.869	1	-0.3	n/a	n/a
169.5130000000063	0.5540000000037253	go	0.552	1	-0.3	n/a	n/a
176.5130000000063	1.3709999999846332	stop	1.369	1	0.1	0.3	0
181.0119999999879	0.7540000000153668	go	0.752	1	-0.3	n/a	n/a
184.5119999999879	0.5709999999962747	go	0.569	1	0.7	n/a	n/a
194.5119999999879	0.8040000000037253	go	0.802	0	-0.1	n/a	n/a
198.2619999999879	0.6710000000020955	go	0.669	1	0.1	n/a	n/a
204.0119999999879	0.5869999999995343	stop	0.585	1	0.3	0.3	0
207.5119999999879	1.7529999999969732	stop	n/a	n/a	0.7	0.325	1
212.0119999999879	0.8040000000037253	go	0.802	1	0.3	n/a	n/a
217.2609999999986	1.0709999999962747	go	1.069	0	0.0	n/a	n/a
220.5109999999986	0.7550000000046566	go	0.752	0	0.0	n/a	n/a
224.7609999999986	0.5380000000004657	go	0.535	1	0.7	n/a	n/a
229.7609999999986	0.6540000000095461	go	0.652	1	0.3	n/a	n/a
235.5109999999986	1.3040000000037253	go	1.302	1	-0.1	n/a	n/a
241.0109999999986	1.0869999999995343	go	1.085	1	0.3	n/a	n/a
245.7609999999986	0.5370000000111759	go	0.535	1	-0.7	n/a	n/a
249.0109999999986	0.6199999999953434	go	0.619	1	-0.7	n/a	n/a
254.0109999999986	0.603000000002794	go	0.602	1	0.7	n/a	n/a
259.7600000000093	1.757999999972526	stop	n/a	n/a	-0.3	0.275	1
263.5100000000093	1.753999999986263	stop	n/a	n/a	-0.1	0.275	1
273.0100000000093	0.6369999999878928	go	0.635	0	0.0	n/a	n/a
276.7600000000093	0.8199999999778811	go	0.819	1	0.1	n/a	n/a
280.0100000000093	1.753999999986263	stop	n/a	n/a	0.0	0.325	1
283.7600000000093	1.753999999986263	stop	n/a	n/a	0.3	0.3	1
287.0100000000093	1.753999999986263	stop	n/a	n/a	-0.7	0.35	1
291.5100000000093	0.5869999999995343	go	0.585	1	-0.1	n/a	n/a
296.0100000000093	0.5199999999895226	go	0.519	1	-0.7	n/a	n/a
304.2589999999909	0.8209999999962747	go	0.819	1	-0.3	n/a	n/a
312.5089999999909	0.5409999999974389	go	0.538	1	0.3	n/a	n/a
317.7589999999909	0.8209999999962747	go	0.819	1	-0.3	n/a	n/a
323.2589999999909	0.5869999999995343	go	0.585	1	0.1	n/a	n/a
327.5089999999909	0.47000000000116415	go	0.469	1	-0.7	n/a	n/a
331.0089999999909	0.5549999999930151	go	0.553	1	0.7	n/a	n/a
340.50800000000163	0.4539999999979045	stop	0.452	1	0.7	0.375	0
343.75800000000163	0.536999999982072	stop	0.535	1	-0.1	0.3	0
348.00800000000163	1.7550000000046566	stop	n/a	n/a	0.0	0.35	1
356.00800000000163	0.5540000000037253	go	0.552	1	-0.1	n/a	n/a
359.00800000000163	0.4039999999804422	go	0.402	1	0.3	n/a	n/a
364.75800000000163	0.6570000000065193	go	0.654	0	0.0	n/a	n/a
369.25800000000163	0.8029999999853317	go	0.802	1	-0.7	n/a	n/a
376.00800000000163	1.7529999999969732	stop	n/a	n/a	0.1	0.275	1
379.25699999998324	0.5040000000153668	stop	0.502	1	-0.3	0.325	0
383.50699999998324	0.7210000000195578	go	0.719	1	-0.1	n/a	n/a
386.75699999998324	0.5540000000037253	go	0.552	1	0.0	n/a	n/a
392.75699999998324	0.9040000000095461	go	0.902	1	0.1	n/a	n/a
396.25699999998324	0.6040000000211876	go	0.602	1	-0.3	n/a	n/a
401.50699999998324	0.588000000017928	go	0.586	1	0.3	n/a	n/a
405.75699999998324	0.7060000000055879	go	0.703	1	0.0	n/a	n/a
410.75699999998324	0.6739999999990687	go	0.671	1	0.1	n/a	n/a
415.50599999999395	0.4880000000121072	go	0.485	1	0.7	n/a	n/a
421.25599999999395	0.5370000000111759	go	0.535	1	0.7	n/a	n/a
