onset	duration	trial_type	response_time	accuracy	motion_coherence	SSD	stop_success
7.515999999999622	1.7560000000012224	stop	n/a	n/a	0.1	0.3	1
12.015999999999622	0.7299999999995634	go	0.72	0	0.1	n/a	n/a
19.01599999999962	0.819999999999709	go	0.819	0	0.0	n/a	n/a
22.76599999999962	0.5709999999999127	go	0.57	1	-0.7	n/a	n/a
28.014999999999418	0.7880000000004657	go	0.785	1	0.7	n/a	n/a
35.51499999999942	0.5709999999999127	go	0.569	1	0.7	n/a	n/a
41.01499999999942	0.7540000000008149	go	0.752	1	0.3	n/a	n/a
46.26499999999942	0.9040000000004511	go	0.902	1	-0.1	n/a	n/a
49.26499999999942	1.754000000000815	stop	n/a	n/a	0.0	0.3	1
54.01499999999942	1.757000000001426	stop	n/a	n/a	-0.1	0.325	1
58.51499999999942	0.5889999999999418	go	0.587	1	-0.3	n/a	n/a
62.01499999999942	0.47000000000116415	go	0.469	1	0.7	n/a	n/a
68.76399999999921	1.754000000000815	stop	n/a	n/a	0.7	0.3	1
72.51399999999921	0.6040000000011787	stop	0.602	1	0.3	0.3	0
75.51399999999921	0.5250000000014552	stop	0.521	1	-0.7	0.325	0
83.01399999999921	0.588000000001557	go	0.585	1	0.3	n/a	n/a
86.51399999999921	0.570000000001528	go	0.569	1	-0.3	n/a	n/a
91.76399999999921	0.7580000000016298	go	0.755	1	0.3	n/a	n/a
95.01399999999921	0.6540000000004511	stop	0.652	1	-0.3	0.275	0
100.76399999999921	0.6870000000017171	go	0.685	1	0.0	n/a	n/a
104.26399999999921	0.38800000000082946	go	0.387	1	-0.3	n/a	n/a
108.76300000000083	0.5709999999999127	go	0.569	1	0.1	n/a	n/a
113.26300000000083	0.7709999999988213	go	0.769	1	0.1	n/a	n/a
117.26300000000083	0.5540000000000873	go	0.552	1	-0.1	n/a	n/a
120.26300000000083	0.6379999999990105	go	0.635	0	0.0	n/a	n/a
126.01300000000083	0.6039999999993597	go	0.602	1	-0.7	n/a	n/a
131.51300000000083	0.5540000000000873	go	0.552	1	-0.1	n/a	n/a
134.51300000000083	0.48699999999917054	go	0.486	1	-0.7	n/a	n/a
140.01300000000083	1.753999999998996	stop	n/a	n/a	-0.3	0.25	1
144.01300000000083	1.7529999999987922	stop	n/a	n/a	0.1	0.35	1
148.26200000000063	0.4210000000002765	go	0.419	0	0.0	n/a	n/a
152.26200000000063	0.5379999999986467	go	0.535	1	0.1	n/a	n/a
156.76200000000063	1.2039999999997235	go	1.202	0	-0.1	n/a	n/a
162.26200000000063	1.5709999999999127	go	1.569	1	0.0	n/a	n/a
170.51200000000063	1.7529999999987922	stop	n/a	n/a	-0.1	0.375	1
174.01200000000063	0.5370000000002619	go	0.535	1	0.7	n/a	n/a
179.26200000000063	0.43699999999989814	go	0.435	1	-0.7	n/a	n/a
182.26100000000042	0.6540000000004511	go	0.652	1	-0.7	n/a	n/a
