onset	duration	trial_type	response_time	accuracy	motion_coherence	SSD	stop_success
197.76200000000063	0.5369999999993524	go	0.535	1	0.7	n/a	n/a
202.26200000000063	0.6700000000000728	go	0.669	1	0.1	n/a	n/a
205.51200000000063	0.5540000000000873	go	0.552	1	-0.7	n/a	n/a
208.51200000000063	0.6369999999997162	go	0.635	1	-0.7	n/a	n/a
216.26100000000042	0.5039999999999054	go	0.502	1	-0.7	n/a	n/a
223.01100000000042	0.5039999999999054	go	0.502	1	0.3	n/a	n/a
227.76100000000042	0.5209999999997308	stop	0.519	1	-0.3	0.325	0
236.51100000000042	0.5370000000002619	go	0.535	1	-0.1	n/a	n/a
240.01100000000042	0.6040000000002692	go	0.602	0	0.0	n/a	n/a
244.51100000000042	0.48700000000008004	go	0.485	1	0.7	n/a	n/a
249.76100000000042	0.42000000000007276	stop	0.419	1	-0.7	0.275	0
254.01100000000042	1.7529999999997017	stop	n/a	n/a	0.1	0.325	1
259.5100000000002	0.40499999999974534	go	0.403	1	0.3	n/a	n/a
263.7600000000002	0.7539999999999054	go	0.752	1	0.7	n/a	n/a
268.5100000000002	0.6040000000002692	go	0.602	1	-0.3	n/a	n/a
273.5100000000002	0.8539999999993597	go	0.852	1	0.0	n/a	n/a
280.7600000000002	0.5540000000000873	go	0.552	1	-0.3	n/a	n/a
286.7600000000002	0.569999999999709	go	0.569	1	-0.3	n/a	n/a
291.2600000000002	1.0540000000000873	go	1.053	1	0.0	n/a	n/a
298.259	0.5709999999999127	go	0.569	1	0.1	n/a	n/a
301.509	1.7579999999998108	stop	n/a	n/a	0.1	0.35	1
307.509	0.6210000000010041	go	0.619	1	0.3	n/a	n/a
311.509	0.47400000000016007	go	0.471	1	-0.7	n/a	n/a
316.009	0.5210000000006403	go	0.519	1	0.7	n/a	n/a
325.259	0.5869999999995343	go	0.585	1	-0.3	n/a	n/a
328.259	1.7550000000010186	stop	n/a	n/a	0.0	0.35	1
333.259	0.7530000000006112	go	0.752	1	0.1	n/a	n/a
338.0079999999998	0.6869999999998981	go	0.685	1	-0.7	n/a	n/a
342.2579999999998	0.5870000000013533	go	0.585	1	0.3	n/a	n/a
347.0079999999998	0.6040000000011787	go	0.602	1	-0.1	n/a	n/a
351.5079999999998	0.6370000000006257	go	0.635	1	-0.1	n/a	n/a
357.7579999999998	0.5540000000000873	go	0.552	1	-0.3	n/a	n/a
365.7579999999998	0.5060000000012224	go	0.504	1	0.7	n/a	n/a
368.7579999999998	0.5879999999997381	go	0.586	1	0.7	n/a	n/a
375.0069999999996	1.754000000000815	stop	n/a	n/a	0.3	0.3	1
378.2569999999996	1.754000000000815	stop	n/a	n/a	-0.7	0.25	1
384.7569999999996	1.754000000000815	stop	n/a	n/a	-0.1	0.375	1
390.5069999999996	0.6040000000011787	go	0.602	1	0.1	n/a	n/a
395.5069999999996	0.5540000000000873	go	0.552	1	-0.7	n/a	n/a
398.7569999999996	0.9540000000015425	go	0.952	1	-0.1	n/a	n/a
404.2569999999996	1.7530000000006112	stop	n/a	n/a	-0.3	0.325	1
407.5069999999996	0.5870000000013533	go	0.585	1	0.3	n/a	n/a
411.0069999999996	0.5860000000011496	go	0.585	1	0.0	n/a	n/a
416.5069999999996	0.570000000001528	go	0.568	0	0.0	n/a	n/a
422.2569999999996	0.4530000000013388	stop	0.452	1	0.7	0.275	0
