onset	duration	trial_type	response_time	accuracy	motion_coherence	SSD	stop_success
1.2669999999998254	1.0139999999992142	go	1.002	1	-0.3	n/a	n/a
4.516999999999825	0.5370000000002619	go	0.535	1	0.3	n/a	n/a
12.515999999999622	1.754000000000815	stop	n/a	n/a	0.3	0.3	1
16.76599999999962	0.7079999999987194	go	0.704	1	-0.1	n/a	n/a
20.26599999999962	0.8240000000005239	go	0.821	1	-0.1	n/a	n/a
29.01599999999962	0.6199999999989814	stop	0.619	1	-0.3	0.325	0
32.26599999999962	1.7530000000006112	stop	n/a	n/a	-0.1	0.3	1
40.51599999999962	1.7530000000006112	stop	n/a	n/a	0.1	0.325	1
44.76499999999942	0.7710000000006403	go	0.768	0	0.1	n/a	n/a
50.76499999999942	1.1409999999996217	go	1.138	1	0.0	n/a	n/a
54.51499999999942	0.6399999999994179	go	0.635	1	-0.7	n/a	n/a
62.26499999999942	0.5540000000000873	go	0.552	1	-0.7	n/a	n/a
70.26499999999942	0.9870000000009895	go	0.985	1	-0.3	n/a	n/a
76.26499999999942	0.5529999999998836	go	0.552	1	-0.3	n/a	n/a
82.51399999999921	0.5709999999999127	stop	0.569	1	0.7	0.3	0
86.51399999999921	0.6379999999990105	go	0.635	1	0.7	n/a	n/a
91.26399999999921	0.9039999999986321	go	0.902	1	0.1	n/a	n/a
96.26399999999921	0.5540000000000873	go	0.552	1	0.3	n/a	n/a
101.51399999999921	0.5709999999999127	go	0.569	1	0.7	n/a	n/a
105.26399999999921	0.569999999999709	stop	0.569	1	-0.7	0.275	0
110.51399999999921	0.7200000000011642	go	0.719	1	-0.1	n/a	n/a
113.76399999999921	1.3040000000000873	go	1.302	0	0.0	n/a	n/a
120.01399999999921	1.7530000000006112	stop	n/a	n/a	0.0	0.3	1
123.76299999999901	0.6039999999993597	go	0.602	1	0.3	n/a	n/a
133.762999999999	0.8369999999995343	go	0.835	1	0.1	n/a	n/a
140.012999999999	0.5709999999999127	go	0.569	0	0.0	n/a	n/a
143.012999999999	0.6209999999991851	go	0.619	1	0.7	n/a	n/a
147.262999999999	0.5200000000004366	go	0.519	1	-0.7	n/a	n/a
152.012999999999	0.48700000000098953	go	0.485	1	0.7	n/a	n/a
156.262999999999	1.7530000000006112	stop	n/a	n/a	-0.1	0.35	1
159.262999999999	0.6199999999989814	stop	0.619	1	-0.3	0.3	0
163.5119999999988	1.754000000000815	stop	n/a	n/a	0.0	0.325	1
166.7619999999988	1.754000000000815	stop	n/a	n/a	0.7	0.25	1
171.0119999999988	0.7210000000013679	go	0.719	1	-0.7	n/a	n/a
174.0119999999988	0.6710000000020955	go	0.669	1	-0.7	n/a	n/a
177.5119999999988	0.9540000000015425	go	0.952	1	0.1	n/a	n/a
181.0119999999988	0.8369999999995343	go	0.835	1	0.1	n/a	n/a
187.0119999999988	0.6369999999988067	go	0.635	1	0.3	n/a	n/a
191.5119999999988	0.7200000000011642	go	0.719	1	-0.7	n/a	n/a
198.0119999999988	0.6539999999986321	go	0.652	1	-0.3	n/a	n/a
204.7609999999986	1.754000000000815	stop	n/a	n/a	0.1	0.375	1
211.0109999999986	1.754000000000815	stop	n/a	n/a	0.3	0.275	1
214.7609999999986	0.5540000000000873	go	0.552	1	-0.3	n/a	n/a
222.7609999999986	0.569999999999709	go	0.569	1	-0.1	n/a	n/a
227.2609999999986	0.6870000000017171	go	0.685	1	-0.1	n/a	n/a
231.7609999999986	0.7370000000009895	go	0.735	1	-0.1	n/a	n/a
235.7609999999986	0.6370000000024447	go	0.636	1	0.3	n/a	n/a
239.7599999999984	1.754000000000815	stop	n/a	n/a	-0.7	0.275	1
247.7599999999984	0.8870000000024447	go	0.885	1	-0.3	n/a	n/a
252.2599999999984	0.7540000000008149	go	0.752	1	0.0	n/a	n/a
256.7599999999984	0.5540000000000873	go	0.552	1	0.3	n/a	n/a
261.2599999999984	0.7540000000008149	go	0.752	1	0.1	n/a	n/a
264.2599999999984	0.5040000000008149	go	0.502	1	0.7	n/a	n/a
269.2599999999984	0.5370000000002619	go	0.535	1	0.7	n/a	n/a
279.0089999999982	0.6710000000020955	go	0.669	1	0.0	n/a	n/a
282.5089999999982	0.8880000000026484	go	0.885	0	0.0	n/a	n/a
292.5089999999982	1.7530000000006112	stop	n/a	n/a	0.0	0.35	1
299.5089999999982	0.37000000000261934	go	0.369	1	-0.7	n/a	n/a
303.7589999999982	0.4210000000020955	go	0.419	1	0.7	n/a	n/a
309.2589999999982	0.5709999999999127	go	0.569	1	0.0	n/a	n/a
316.007999999998	0.8040000000000873	go	0.802	0	0.1	n/a	n/a
320.257999999998	0.6540000000022701	go	0.652	0	0.0	n/a	n/a
324.007999999998	0.7210000000013679	go	0.719	1	-0.1	n/a	n/a
331.007999999998	1.7530000000006112	stop	n/a	n/a	0.1	0.4	1
336.007999999998	0.7540000000008149	go	0.752	0	0.3	n/a	n/a
339.757999999998	0.6370000000024447	go	0.635	1	-0.3	n/a	n/a
345.757999999998	1.7530000000006112	stop	n/a	n/a	-0.1	0.425	1
349.2569999999978	0.5879999999997381	go	0.585	1	0.7	n/a	n/a
354.2569999999978	0.48800000000119326	go	0.485	1	-0.7	n/a	n/a
360.5069999999978	0.5380000000004657	go	0.536	1	-0.3	n/a	n/a
364.5069999999978	0.6040000000029977	go	0.602	1	-0.7	n/a	n/a
367.7569999999978	0.5210000000006403	stop	0.519	1	-0.7	0.3	0
371.7569999999978	0.5709999999999127	go	0.569	1	0.7	n/a	n/a
376.0069999999978	0.7040000000015425	go	0.702	1	-0.3	n/a	n/a
380.5069999999978	1.754000000000815	stop	n/a	n/a	-0.3	0.3	1
383.7569999999978	1.0870000000031723	stop	1.085	1	0.3	0.325	0
389.0059999999976	0.7880000000004657	go	0.785	1	-0.1	n/a	n/a
395.0059999999976	0.588000000003376	go	0.585	1	0.3	n/a	n/a
398.0059999999976	0.6040000000029977	go	0.602	0	0.0	n/a	n/a
406.7559999999976	0.5709999999999127	go	0.569	1	-0.1	n/a	n/a
410.2559999999976	0.6040000000029977	stop	0.602	1	0.7	0.275	0
413.5069999999978	0.7190000000009604	go	0.718	1	0.3	n/a	n/a
418.7559999999976	0.7700000000004366	go	0.768	1	0.1	n/a	n/a
424.5059999999976	0.6870000000017171	go	0.686	1	0.1	n/a	n/a
