onset	duration	trial_type	response_time	accuracy	motion_coherence	SSD	stop_success
4.016999999992549	0.47300000001268927	go	0.468	1	-0.7	n/a	n/a
7.016999999992549	0.40300000000570435	stop	0.402	1	0.7	0.3	0
11.76600000000326	0.6369999999878928	go	0.635	1	-0.3	n/a	n/a
16.76600000000326	0.7200000000011642	go	0.718	0	0.1	n/a	n/a
20.01600000000326	0.5539999999891734	go	0.552	1	0.3	n/a	n/a
26.01600000000326	0.9039999999949941	go	0.902	1	-0.1	n/a	n/a
32.76600000000326	0.6539999999949941	go	0.652	1	0.1	n/a	n/a
36.01600000000326	1.1699999999982538	go	1.168	0	-0.1	n/a	n/a
45.51600000000326	0.569999999992433	go	0.568	1	0.3	n/a	n/a
53.76499999999942	0.6870000000053551	go	0.685	0	0.0	n/a	n/a
61.51499999999942	0.6110000000044238	stop	0.604	1	0.3	0.3	0
67.01499999999942	1.7529999999969732	stop	n/a	n/a	0.0	0.3	1
73.51499999999942	1.7529999999969732	stop	n/a	n/a	0.1	0.3	1
80.01499999999942	0.6239999999961583	go	0.621	1	0.1	n/a	n/a
83.01499999999942	0.6379999999917345	go	0.636	1	-0.7	n/a	n/a
88.26399999999558	0.6230000000068685	go	0.62	1	0.7	n/a	n/a
92.51399999999558	1.754000000000815	stop	n/a	n/a	-0.1	0.325	1
98.76399999999558	0.4870000000082655	go	0.485	1	0.3	n/a	n/a
104.01399999999558	0.5050000000046566	stop	0.503	1	-0.3	0.275	0
111.01399999999558	1.070000000006985	go	1.069	1	0.0	n/a	n/a
114.26399999999558	0.5869999999995343	go	0.585	1	0.7	n/a	n/a
118.01399999999558	0.6199999999953434	go	0.619	1	0.7	n/a	n/a
121.51399999999558	0.5029999999969732	go	0.502	1	-0.7	n/a	n/a
127.76299999999173	1.754000000000815	stop	n/a	n/a	-0.7	0.275	1
132.01299999999173	0.7370000000082655	go	0.735	1	-0.3	n/a	n/a
138.51299999999173	0.7540000000008149	go	0.752	1	-0.1	n/a	n/a
142.26299999999173	0.8540000000066357	go	0.852	1	0.0	n/a	n/a
148.51299999999173	0.7370000000082655	go	0.735	1	-0.3	n/a	n/a
152.01299999999173	0.7370000000082655	go	0.735	1	0.1	n/a	n/a
155.26299999999173	0.5869999999995343	stop	0.585	1	0.7	0.3	0
161.76299999999173	1.7530000000115251	stop	n/a	n/a	-0.7	0.275	1
166.01299999999173	0.6200000000098953	go	0.619	1	0.3	n/a	n/a
175.51200000000244	0.7709999999933643	go	0.769	1	0.0	n/a	n/a
181.01200000000244	1.754000000000815	stop	n/a	n/a	0.0	0.325	1
184.51200000000244	1.756999999997788	stop	n/a	n/a	-0.1	0.35	1
187.51200000000244	0.6039999999920838	go	0.602	1	0.7	n/a	n/a
192.26200000000244	0.41999999999825377	go	0.419	1	-0.7	n/a	n/a
195.51200000000244	0.536999999996624	go	0.535	1	0.7	n/a	n/a
204.01200000000244	0.5869999999995343	go	0.585	0	-0.1	n/a	n/a
