23.0000	0.5000	1.0000
34.0000	0.5000	1.0000
43.0000	0.5000	1.0000
50.5000	0.5000	1.0000
62.0000	0.5000	1.0000
69.5000	0.5000	1.0000
72.5000	0.5000	1.0000
87.5000	0.5000	1.0000
90.0000	0.5000	1.0000
97.0000	0.5000	1.0000
105.0000	0.5000	1.0000
117.5000	0.5000	1.0000
127.0000	0.5000	1.0000
131.5000	0.5000	1.0000
139.5000	0.5000	1.0000
150.0000	0.5000	1.0000
152.5000	0.5000	1.0000
158.5000	0.5000	1.0000
167.0000	0.5000	1.0000
188.5000	0.5000	1.0000
193.5000	0.5000	1.0000
205.0000	0.5000	1.0000
213.5000	0.5000	1.0000
241.5000	0.5000	1.0000
249.0000	0.5000	1.0000
267.5000	0.5000	1.0000
275.0000	0.5000	1.0000
278.0000	0.5000	1.0000
284.5000	0.5000	1.0000
291.0000	0.5000	1.0000
