SubjID,RunNumber,Feedback,Version,Counterbalance,TrialNumber,TrialOnset,ChoiceOnset,Condition,LeftGrid,RightGrid,CorrectAnswer,Response,Accuracy,RT
self-tracking_0102,2,n,4,1,1,16.00485587120056,20.521451950073242,Easy,"[11, 6, 4, 1]","[6, 4, 11, 5]",2,1,0,1.069443941116333
self-tracking_0102,2,n,4,1,2,24.014132976531982,28.53116798400879,Easy,"[3, 10, 2, 4]","[2, 10, 3, 7]",2,2,1,1.353646993637085
self-tracking_0102,2,n,4,1,3,32.00716710090637,36.52164602279663,Easy,"[12, 9, 6, 2]","[6, 9, 12, 1]",2,2,1,1.1055870056152344
self-tracking_0102,2,n,4,1,4,40.0000319480896,44.52890396118164,Easy,"[8, 10, 9, 2]","[9, 10, 2, 12]",1,1,1,2.0749850273132324
self-tracking_0102,2,n,4,1,5,48.00982999801636,52.521881103515625,Hard,"[3, 6, 11, 12, 8, 4, 7, 5]","[6, 8, 12, 11, 3, 4, 5, 1]",1,1,1,1.404627799987793
self-tracking_0102,2,n,4,1,6,56.0150089263916,60.53161597251892,Hard,"[6, 4, 12, 7, 11, 2, 3, 8]","[8, 3, 4, 2, 7, 12, 5, 10]",1,1,1,1.8549721240997314
self-tracking_0102,2,n,4,1,7,64.00743508338928,68.52459907531738,Hard,"[12, 9, 3, 11, 6, 5, 2, 1]","[11, 12, 3, 9, 2, 4, 6, 5]",2,2,1,2.139025926589966
self-tracking_0102,2,n,4,1,8,72.00051808357239,76.53177690505981,Hard,"[6, 7, 5, 1, 10, 11, 9, 12]","[1, 10, 6, 5, 12, 7, 4, 2]",1,1,1,1.322749137878418
self-tracking_0102,2,n,4,1,9,80.01011395454407,84.5222840309143,Hard,"[6, 3, 7, 1, 10, 2, 5, 11]","[10, 5, 3, 7, 2, 1, 6, 4]",1,1,1,1.0027430057525635
self-tracking_0102,2,n,4,1,10,88.00334000587463,92.5320999622345,Hard,"[9, 2, 5, 12, 3, 8, 11, 7]","[7, 9, 5, 2, 8, 3, 10, 1]",1,1,1,1.5207610130310059
self-tracking_0102,2,n,4,1,11,96.0082700252533,100.52502608299255,Hard,"[3, 2, 7, 1, 5, 4, 6, 10]","[1, 3, 11, 7, 2, 5, 9, 4]",2,2,1,1.5707509517669678
self-tracking_0102,2,n,4,1,12,104.00102686882019,108.5181028842926,Hard,"[11, 6, 12, 5, 10, 9, 4, 1]","[6, 10, 11, 9, 4, 5, 8, 12]",2,2,1,1.119753122329712
self-tracking_0102,2,n,4,1,13,112.01068592071533,116.52497506141663,Easy,"[5, 12, 10, 9]","[10, 5, 12, 7]",1,1,1,1.0221748352050781
self-tracking_0102,2,n,4,1,14,120.00370597839355,124.53231287002563,Easy,"[4, 7, 12, 3]","[12, 4, 9, 7]",2,2,1,1.2703001499176025
self-tracking_0102,2,n,4,1,15,128.01336193084717,132.5253369808197,Easy,"[9, 3, 11, 7]","[9, 11, 3, 8]",1,1,1,0.9694020748138428
self-tracking_0102,2,n,4,1,16,136.00160098075867,140.518306016922,Easy,"[12, 11, 7, 8]","[12, 8, 7, 6]",1,1,1,0.5516588687896729
self-tracking_0102,2,n,4,1,17,160.01385402679443,164.52595686912537,Hard,"[10, 3, 6, 12, 8, 2, 11, 4]","[6, 12, 4, 11, 2, 10, 7, 5]",1,1,1,1.2365942001342773
self-tracking_0102,2,n,4,1,18,168.00683403015137,172.51881408691406,Hard,"[2, 1, 7, 10, 6, 3, 4, 11]","[11, 3, 6, 10, 7, 2, 1, 9]",1,1,1,1.2033729553222656
self-tracking_0102,2,n,4,1,19,176.01182293891907,180.52862191200256,Hard,"[10, 6, 5, 12, 7, 3, 9, 8]","[12, 7, 8, 10, 6, 9, 5, 11]",1,1,1,1.7379570007324219
self-tracking_0102,2,n,4,1,20,184.00455403327942,188.52162194252014,Hard,"[7, 10, 8, 9, 5, 3, 6, 1]","[10, 8, 9, 12, 3, 5, 7, 11]",2,2,1,1.2533609867095947
self-tracking_0102,2,n,4,1,21,192.01433396339417,196.52857995033264,Easy,"[5, 12, 6, 11]","[12, 11, 5, 10]",1,1,1,0.6543440818786621
self-tracking_0102,2,n,4,1,22,200.00728297233582,204.5193328857422,Easy,"[11, 4, 1, 9]","[9, 1, 11, 7]",1,1,1,0.9859330654144287
self-tracking_0102,2,n,4,1,23,208.00101399421692,212.52904605865479,Easy,"[6, 1, 10, 11]","[1, 6, 10, 12]",2,2,1,1.6211848258972168
self-tracking_0102,2,n,4,1,24,216.0052149295807,220.52202701568604,Easy,"[2, 3, 6, 5]","[2, 3, 5, 12]",1,1,1,0.9027960300445557
self-tracking_0102,2,n,4,1,25,224.01454496383667,228.5316300392151,Easy,"[10, 12, 3, 2]","[3, 12, 10, 8]",1,1,1,1.3704500198364258
self-tracking_0102,2,n,4,1,26,232.0077509880066,236.52180194854736,Easy,"[1, 11, 4, 5]","[1, 4, 7, 11]",2,2,1,1.1393589973449707
self-tracking_0102,2,n,4,1,27,240.00071597099304,244.52947807312012,Easy,"[3, 6, 5, 2]","[3, 5, 6, 7]",2,2,1,1.1697869300842285
self-tracking_0102,2,n,4,1,28,248.01040506362915,252.5224540233612,Easy,"[1, 12, 5, 3]","[5, 3, 1, 6]",1,1,1,1.2868289947509766
self-tracking_0102,2,n,4,1,29,256.0151391029358,260.5320689678192,Hard,"[10, 8, 5, 7, 3, 1, 11, 6]","[2, 1, 3, 11, 5, 7, 8, 10]",2,2,1,1.5711750984191895
self-tracking_0102,2,n,4,1,30,264.0081090927124,268.52518796920776,Hard,"[12, 6, 4, 7, 1, 11, 2, 3]","[3, 6, 2, 11, 4, 12, 8, 9]",1,1,1,1.9051389694213867
self-tracking_0102,2,n,4,1,31,272.00121998786926,276.53195309638977,Hard,"[9, 8, 4, 10, 2, 3, 12, 11]","[5, 2, 9, 3, 6, 8, 4, 10]",2,2,1,2.5430569648742676
self-tracking_0102,2,n,4,1,32,280.0109100341797,284.52291202545166,Hard,"[6, 7, 1, 4, 11, 10, 8, 5]","[10, 4, 5, 11, 1, 7, 2, 12]",1,1,1,1.2699189186096191
self-tracking_0102,2,n,4,1,33,304.0015470981598,308.5186219215393,Easy,"[8, 1, 3, 4]","[4, 1, 8, 10]",1,1,1,0.8857841491699219
self-tracking_0102,2,n,4,1,34,312.01113510131836,316.5251250267029,Easy,"[8, 6, 11, 5]","[8, 5, 6, 1]",1,1,1,0.738440990447998
self-tracking_0102,2,n,4,1,35,320.00427508354187,324.533047914505,Easy,"[9, 5, 11, 7]","[5, 11, 9, 1]",2,2,1,1.1699140071868896
self-tracking_0102,2,n,4,1,36,328.01397705078125,332.52602887153625,Easy,"[4, 3, 1, 11]","[1, 4, 8, 3]",2,2,1,1.0361101627349854
self-tracking_0102,2,n,4,1,37,336.0019989013672,340.5190439224243,Hard,"[7, 1, 2, 4, 8, 6, 5, 9]","[6, 1, 4, 10, 8, 2, 7, 11]",2,2,1,1.8213789463043213
self-tracking_0102,2,n,4,1,38,344.0115718841553,348.52876496315,Hard,"[5, 4, 1, 7, 2, 11, 8, 6]","[11, 8, 1, 5, 2, 4, 9, 12]",1,1,1,1.537559986114502
self-tracking_0102,2,n,4,1,39,352.004714012146,356.518590927124,Hard,"[10, 3, 12, 8, 11, 9, 7, 2]","[12, 8, 3, 2, 7, 10, 4, 6]",1,1,1,2.192294120788574
self-tracking_0102,2,n,4,1,40,360.0142619609833,364.5264790058136,Hard,"[7, 10, 8, 12, 2, 1, 4, 3]","[8, 11, 10, 6, 12, 1, 7, 2]",2,2,1,1.6047658920288086
