SubjID,RunNumber,Feedback,Version,Counterbalance,TrialNumber,TrialOnset,ChoiceOnset,Condition,LeftGrid,RightGrid,CorrectAnswer,Response,Accuracy,RT
self-tracking_0104,2,n,4,1,25,224.01602387428284,228.5284068584442,Easy,"[1, 5, 12, 8]","[5, 8, 1, 4]",1,1,1,1.3415169715881348
self-tracking_0104,2,n,4,1,26,232.00887179374695,236.52086782455444,Easy,"[11, 2, 4, 10]","[9, 11, 2, 4]",2,2,1,1.4206151962280273
self-tracking_0104,2,n,4,1,27,240.00202202796936,244.53062391281128,Easy,"[8, 4, 2, 6]","[2, 8, 4, 7]",2,2,1,1.403860092163086
self-tracking_0104,2,n,4,1,28,248.00662279129028,252.52373385429382,Easy,"[5, 9, 1, 10]","[9, 5, 4, 1]",2,2,1,0.9191279411315918
self-tracking_0104,2,n,4,1,29,256.01645493507385,260.52844500541687,Hard,"[9, 10, 3, 6, 8, 4, 2, 7]","[4, 9, 10, 7, 2, 3, 1, 11]",1,1,1,1.6210029125213623
self-tracking_0104,2,n,4,1,30,264.00441884994507,268.53360295295715,Hard,"[5, 12, 7, 1, 6, 10, 8, 2]","[9, 6, 10, 1, 12, 5, 7, 8]",2,2,1,2.4611258506774902
self-tracking_0104,2,n,4,1,31,272.014111995697,276.52623295783997,Hard,"[2, 7, 3, 12, 1, 5, 11, 6]","[6, 11, 5, 3, 2, 12, 10, 9]",1,1,1,1.6709508895874023
self-tracking_0104,2,n,4,1,32,280.0071129798889,284.5191648006439,Hard,"[5, 7, 3, 1, 4, 2, 8, 6]","[5, 7, 1, 6, 2, 4, 3, 10]",1,1,1,1.1029391288757324
self-tracking_0104,2,n,4,1,33,304.0145399570465,308.5269498825073,Easy,"[5, 10, 7, 1]","[10, 7, 5, 8]",2,2,1,0.9395220279693604
self-tracking_0104,2,n,4,1,34,312.00757479667664,316.5195748806,Easy,"[2, 10, 3, 12]","[2, 10, 12, 8]",1,1,1,1.2366299629211426
self-tracking_0104,2,n,4,1,35,320.01215291023254,324.52430987358093,Easy,"[3, 7, 11, 12]","[11, 3, 10, 7]",2,2,1,1.8883519172668457
self-tracking_0104,2,n,4,1,36,328.00026082992554,332.51730489730835,Easy,"[3, 4, 12, 2]","[12, 2, 4, 5]",1,1,1,0.9358229637145996
self-tracking_0104,2,n,4,1,37,336.0099678039551,340.52695989608765,Hard,"[10, 4, 3, 6, 7, 11, 9, 12]","[3, 11, 2, 7, 4, 8, 10, 6]",2,2,1,1.838162899017334
self-tracking_0104,2,n,4,1,38,344.00297379493713,348.531888961792,Hard,"[1, 8, 6, 3, 7, 10, 9, 11]","[1, 6, 2, 10, 8, 7, 3, 5]",2,2,1,1.4252848625183105
self-tracking_0104,2,n,4,1,39,352.01269698143005,356.5247058868408,Hard,"[10, 7, 12, 11, 4, 3, 8, 1]","[4, 11, 12, 3, 8, 7, 10, 9]",2,2,1,0.9692339897155762
self-tracking_0104,2,n,4,1,40,360.0055389404297,364.51773595809937,Hard,"[10, 9, 8, 6, 2, 1, 5, 4]","[9, 2, 6, 10, 5, 1, 4, 7]",1,2,0,2.1557328701019287
self-tracking_0104,2,n,4,1,41,368.0103988647461,372.5274729728699,Hard,"[7, 11, 9, 2, 3, 1, 8, 6]","[11, 5, 1, 7, 9, 4, 3, 2]",2,2,1,1.854862928390503
self-tracking_0104,2,n,4,1,42,376.003399848938,380.53219985961914,Hard,"[8, 9, 10, 3, 6, 2, 1, 12]","[10, 9, 2, 4, 7, 3, 6, 8]",2,2,1,1.2700021266937256
self-tracking_0104,2,n,4,1,43,384.00809383392334,388.52035999298096,Hard,"[2, 11, 1, 5, 10, 7, 12, 4]","[7, 1, 11, 2, 6, 5, 10, 9]",2,2,1,1.0905959606170654
self-tracking_0104,2,n,4,1,44,392.00109100341797,396.52987694740295,Hard,"[7, 11, 3, 4, 5, 9, 6, 2]","[7, 5, 6, 11, 9, 2, 1, 12]",1,2,0,2.341146945953369
self-tracking_0104,2,n,4,1,45,400.0108208656311,404.5228760242462,Easy,"[6, 8, 7, 10]","[4, 7, 8, 6]",2,2,1,1.1029319763183594
self-tracking_0104,2,n,4,1,46,408.01556491851807,412.5324728488922,Easy,"[5, 6, 7, 3]","[5, 6, 10, 7]",2,2,1,0.7354199886322021
self-tracking_0104,2,n,4,1,47,416.0085790157318,420.5255928039551,Easy,"[1, 11, 9, 10]","[1, 11, 6, 9]",2,2,1,1.0861852169036865
self-tracking_0104,2,n,4,1,48,424.00147795677185,428.53040599823,Easy,"[11, 12, 5, 2]","[12, 2, 5, 4]",1,1,1,1.842986822128296
