SubjID,RunNumber,Feedback,Version,Counterbalance,TrialNumber,TrialOnset,ChoiceOnset,Condition,LeftGrid,RightGrid,CorrectAnswer,Response,Accuracy,RT
self-tracking_0104,2,n,4,1,1,16.003988027572632,20.53270983695984,Easy,"[6, 8, 12, 5]","[6, 12, 8, 7]",2,2,1,0.9191460609436035
self-tracking_0104,2,n,4,1,2,24.00863480567932,28.52153491973877,Easy,"[3, 8, 6, 2]","[2, 6, 8, 1]",1,1,1,1.9928240776062012
self-tracking_0104,2,n,4,1,3,32.001532793045044,36.53037881851196,Easy,"[9, 2, 12, 8]","[8, 12, 9, 7]",1,1,1,1.2032651901245117
self-tracking_0104,2,n,4,1,4,40.01140594482422,44.52344799041748,Easy,"[9, 6, 4, 12]","[6, 9, 4, 1]",1,1,1,1.0693988800048828
self-tracking_0104,2,n,4,1,5,48.01611280441284,52.533214807510376,Hard,"[12, 5, 2, 1, 6, 8, 3, 10]","[7, 3, 8, 1, 5, 12, 6, 2]",2,2,1,1.8213810920715332
self-tracking_0104,2,n,4,1,6,56.00909090042114,60.526033878326416,Hard,"[3, 11, 9, 7, 8, 4, 10, 2]","[8, 7, 4, 10, 3, 11, 9, 6]",1,2,0,2.42330002784729
self-tracking_0104,2,n,4,1,7,64.00211882591248,68.53264093399048,Hard,"[2, 6, 1, 8, 5, 12, 3, 11]","[1, 8, 4, 12, 6, 2, 5, 3]",2,2,1,1.690929889678955
self-tracking_0104,2,n,4,1,8,72.0118248462677,76.52874779701233,Hard,"[9, 7, 11, 12, 2, 3, 6, 10]","[7, 10, 12, 9, 3, 11, 2, 5]",1,1,1,1.704714059829712
self-tracking_0104,2,n,4,1,9,80.0048828125,84.51683783531189,Hard,"[11, 7, 6, 5, 12, 9, 3, 4]","[8, 5, 10, 6, 7, 9, 11, 12]",2,2,1,1.804840087890625
self-tracking_0104,2,n,4,1,10,88.00959491729736,92.5265908241272,Hard,"[2, 11, 1, 12, 7, 8, 6, 5]","[6, 8, 11, 12, 7, 4, 1, 2]",2,1,0,2.139043092727661
self-tracking_0104,2,n,4,1,11,96.00254082679749,100.51958894729614,Hard,"[2, 8, 7, 5, 10, 6, 1, 11]","[5, 6, 8, 11, 7, 2, 4, 12]",1,1,1,2.3395678997039795
self-tracking_0104,2,n,4,1,12,104.01223683357239,108.52503490447998,Hard,"[5, 6, 9, 8, 2, 1, 4, 10]","[9, 12, 7, 5, 1, 2, 8, 6]",2,2,1,1.7588610649108887
self-tracking_0104,2,n,4,1,13,112.00523495674133,116.51728081703186,Easy,"[5, 6, 2, 9]","[6, 5, 9, 1]",1,1,1,1.2197949886322021
self-tracking_0104,2,n,4,1,14,120.01502394676208,124.52701687812805,Easy,"[9, 7, 11, 3]","[9, 7, 11, 8]",1,1,1,0.8688449859619141
self-tracking_0104,2,n,4,1,15,128.00296902656555,132.5200228691101,Easy,"[9, 12, 7, 11]","[12, 3, 9, 7]",2,2,1,1.2866389751434326
self-tracking_0104,2,n,4,1,16,136.01268887519836,140.52462887763977,Easy,"[10, 2, 1, 8]","[5, 2, 1, 10]",2,2,1,1.4539740085601807
self-tracking_0104,2,n,4,1,17,160.00339889526367,164.5321638584137,Hard,"[11, 10, 3, 9, 6, 7, 8, 12]","[2, 9, 7, 6, 11, 3, 5, 10]",2,1,0,2.0386409759521484
self-tracking_0104,2,n,4,1,18,168.00817680358887,172.52522087097168,Hard,"[1, 2, 12, 3, 7, 5, 8, 6]","[7, 3, 8, 5, 1, 6, 12, 10]",1,1,1,2.0721681118011475
self-tracking_0104,2,n,4,1,19,176.0010929107666,180.5180549621582,Hard,"[1, 12, 8, 11, 2, 6, 5, 10]","[11, 10, 5, 6, 8, 1, 2, 9]",1,1,1,1.5875349044799805
self-tracking_0104,2,n,4,1,20,184.01082491874695,188.52342081069946,Hard,"[2, 5, 12, 7, 8, 1, 6, 11]","[6, 1, 11, 2, 5, 8, 7, 4]",1,1,1,1.959665060043335
self-tracking_0104,2,n,4,1,21,192.00366187095642,196.53258895874023,Easy,"[3, 1, 10, 7]","[3, 1, 10, 8]",1,1,1,1.0528168678283691
self-tracking_0104,2,n,4,1,22,200.0085368156433,204.52046489715576,Easy,"[10, 5, 3, 7]","[3, 10, 5, 11]",1,1,1,1.1030631065368652
self-tracking_0104,2,n,4,1,23,208.0130980014801,212.5303008556366,Easy,"[1, 5, 11, 8]","[4, 1, 11, 5]",2,1,0,1.771233081817627
self-tracking_0104,2,n,4,1,24,216.0062539577484,220.52337098121643,Easy,"[8, 5, 9, 7]","[6, 9, 8, 5]",2,2,1,1.3702399730682373
