14.5000	0.5000	1.0000
19.5000	0.5000	1.0000
21.0000	0.5000	1.0000
24.5000	0.5000	1.0000
42.0000	0.5000	1.0000
61.0000	0.5000	1.0000
66.5000	0.5000	1.0000
77.5000	0.5000	1.0000
83.5000	0.5000	1.0000
95.0000	0.5000	1.0000
98.5000	0.5000	1.0000
106.5000	0.5000	1.0000
111.0000	0.5000	1.0000
126.0000	0.5000	1.0000
134.0000	0.5000	1.0000
144.5000	0.5000	1.0000
156.5000	0.5000	1.0000
165.0000	0.5000	1.0000
171.5000	0.5000	1.0000
178.0000	0.5000	1.0000
189.5000	0.5000	1.0000
205.0000	0.5000	1.0000
218.5000	0.5000	1.0000
229.5000	0.5000	1.0000
238.5000	0.5000	1.0000
245.0000	0.5000	1.0000
251.5000	0.5000	1.0000
267.5000	0.5000	1.0000
295.0000	0.5000	1.0000
299.0000	0.5000	1.0000
