15.0000	0.5000	1.0000
22.0000	0.5000	1.0000
33.0000	0.5000	1.0000
45.0000	0.5000	1.0000
55.5000	0.5000	1.0000
63.5000	0.5000	1.0000
86.5000	0.5000	1.0000
88.5000	0.5000	1.0000
106.0000	0.5000	1.0000
114.5000	0.5000	1.0000
122.0000	0.5000	1.0000
145.0000	0.5000	1.0000
155.0000	0.5000	1.0000
159.0000	0.5000	1.0000
165.5000	0.5000	1.0000
178.5000	0.5000	1.0000
188.5000	0.5000	1.0000
195.0000	0.5000	1.0000
199.5000	0.5000	1.0000
201.0000	0.5000	1.0000
213.5000	0.5000	1.0000
233.5000	0.5000	1.0000
245.5000	0.5000	1.0000
251.0000	0.5000	1.0000
252.5000	0.5000	1.0000
262.5000	0.5000	1.0000
267.0000	0.5000	1.0000
274.5000	0.5000	1.0000
287.0000	0.5000	1.0000
295.5000	0.5000	1.0000
