onset	duration	stimulus_type	accuracy	response_time	trial_type
18.3	4	Nonw	1.0	n/a	sentence
22.3	1	Nonw	1.0	1.13467407227	probe
24.3	4	Nonw	1.0	n/a	sentence
28.3	1	Nonw	1.0	1.08415699005	probe
30.3	4	Nonw	1.0	n/a	sentence
34.3	1	Nonw	1.0	1.05099582672	probe
36.3	4	Sent	1.0	n/a	sentence
40.3	1	Sent	1.0	0.786169052124	probe
42.3	4	Sent	1.0	n/a	sentence
46.3	1	Sent	1.0	1.01729488373	probe
48.3	4	Sent	1.0	n/a	sentence
52.3	1	Sent	1.0	1.2013130188	probe
54.3	4	Sent	1.0	n/a	sentence
58.3	1	Sent	1.0	0.819817066193	probe
60.3	4	Sent	0.0	n/a	sentence
64.3	1	Sent	0.0	0.769431114197	probe
66.3	4	Sent	1.0	n/a	sentence
70.3	1	Sent	1.0	1.11770892143	probe
72.3	4	Nonw	1.0	n/a	sentence
76.3	1	Nonw	1.0	0.986956119537	probe
78.3	4	Nonw	1.0	n/a	sentence
82.3	1	Nonw	1.0	0.735853910446	probe
84.3	4	Nonw	1.0	n/a	sentence
88.3	1	Nonw	1.0	1.00344109535	probe
108.3	4	Sent	1.0	n/a	sentence
112.3	1	Sent	1.0	0.852082967758	probe
114.3	4	Sent	1.0	n/a	sentence
118.3	1	Sent	1.0	0.786194086075	probe
120.3	4	Sent	1.0	n/a	sentence
124.3	1	Sent	1.0	0.886070013046	probe
126.3	4	Nonw	1.0	n/a	sentence
130.3	1	Nonw	1.0	0.869961023331	probe
132.3	4	Nonw	1.0	n/a	sentence
136.3	1	Nonw	1.0	0.785938024521	probe
138.3	4	Nonw	1.0	n/a	sentence
142.3	1	Nonw	1.0	0.986814975739	probe
144.3	4	Sent	1.0	n/a	sentence
148.3	1	Sent	1.0	0.919867992401	probe
150.3	4	Sent	1.0	n/a	sentence
154.3	1	Sent	1.0	0.835628986359	probe
156.3	4	Sent	1.0	n/a	sentence
160.3	1	Sent	1.0	1.01742887497	probe
162.3	4	Nonw	0.0	n/a	sentence
166.3	1	Nonw	0.0	0.969980955124	probe
168.3	4	Nonw	1.0	n/a	sentence
172.3	1	Nonw	1.0	0.936461925507	probe
174.3	4	Nonw	1.0	n/a	sentence
178.3	1	Nonw	1.0	1.21792817116	probe
198.3	4	Nonw	1.0	n/a	sentence
202.3	1	Nonw	1.0	0.986390829086	probe
204.3	4	Nonw	1.0	n/a	sentence
208.3	1	Nonw	1.0	0.802901029587	probe
210.3	4	Nonw	1.0	n/a	sentence
214.3	1	Nonw	1.0	0.768664121628	probe
216.3	4	Sent	1.0	n/a	sentence
220.3	1	Sent	1.0	0.669194936752	probe
222.3	4	Sent	1.0	n/a	sentence
226.3	1	Sent	1.0	0.785948991776	probe
228.3	4	Sent	1.0	n/a	sentence
232.3	1	Sent	1.0	0.769307136536	probe
234.3	4	Nonw	0.0	n/a	sentence
238.3	1	Nonw	0.0	1.03420305252	probe
240.3	4	Nonw	0.0	n/a	sentence
244.3	1	Nonw	0.0	1.16789889336	probe
246.3	4	Nonw	1.0	n/a	sentence
250.3	1	Nonw	1.0	1.20181918144	probe
252.3	4	Sent	1.0	n/a	sentence
256.3	1	Sent	1.0	0.819693803787	probe
258.3	4	Sent	1.0	n/a	sentence
262.3	1	Sent	1.0	1.21790385246	probe
264.3	4	Sent	1.0	n/a	sentence
268.3	1	Sent	1.0	0.819185972214	probe
288.3	4	Sent	1.0	n/a	sentence
292.3	1	Sent	1.0	0.886583805084	probe
294.3	4	Sent	1.0	n/a	sentence
298.3	1	Sent	1.0	0.853076934814	probe
300.3	4	Sent	1.0	n/a	sentence
304.3	1	Sent	1.0	0.719378948212	probe
306.3	4	Nonw	1.0	n/a	sentence
310.3	1	Nonw	1.0	0.970175981522	probe
312.3	4	Nonw	1.0	n/a	sentence
316.3	1	Nonw	1.0	0.769520044327	probe
318.3	4	Nonw	1.0	n/a	sentence
322.3	1	Nonw	1.0	0.986668109894	probe
324.3	4	Nonw	1.0	n/a	sentence
328.3	1	Nonw	1.0	0.869502782822	probe
330.3	4	Nonw	1.0	n/a	sentence
334.3	1	Nonw	1.0	0.986357927322	probe
336.3	4	Nonw	1.0	n/a	sentence
340.3	1	Nonw	1.0	1.01747393608	probe
342.3	4	Sent	1.0	n/a	sentence
346.3	1	Sent	1.0	0.802870035172	probe
348.3	4	Sent	1.0	n/a	sentence
352.3	1	Sent	1.0	0.919984102249	probe
354.3	4	Sent	1.0	n/a	sentence
358.3	1	Sent	1.0	0.903486013412	probe
