14.0000	0.5000	1.0000
32.5000	0.5000	1.0000
44.5000	0.5000	1.0000
51.5000	0.5000	1.0000
61.5000	0.5000	1.0000
73.0000	0.5000	1.0000
87.0000	0.5000	1.0000
91.5000	0.5000	1.0000
103.5000	0.5000	1.0000
114.0000	0.5000	1.0000
121.0000	0.5000	1.0000
134.0000	0.5000	1.0000
138.5000	0.5000	1.0000
149.5000	0.5000	1.0000
158.0000	0.5000	1.0000
163.0000	0.5000	1.0000
187.0000	0.5000	1.0000
199.0000	0.5000	1.0000
217.5000	0.5000	1.0000
223.0000	0.5000	1.0000
247.5000	0.5000	1.0000
250.0000	0.5000	1.0000
254.5000	0.5000	1.0000
259.0000	0.5000	1.0000
262.5000	0.5000	1.0000
267.0000	0.5000	1.0000
270.0000	0.5000	1.0000
278.5000	0.5000	1.0000
283.0000	0.5000	1.0000
290.5000	0.5000	1.0000
